       Step     Time          Energy          fmax
LBFGS:    0 11:38:53    -1059.797003        2.373138
LBFGS:    1 11:38:53    -1060.046617        1.183649
LBFGS:    2 11:38:53    -1060.145336        0.808942
LBFGS:    3 11:38:53    -1060.179026        0.746773
LBFGS:    4 11:38:53    -1060.197338        0.404227
LBFGS:    5 11:38:53    -1060.208518        0.254622
LBFGS:    6 11:38:53    -1060.218620        0.221083
LBFGS:    7 11:38:53    -1060.225362        0.211696
LBFGS:    8 11:38:53    -1060.231021        0.201511
LBFGS:    9 11:38:53    -1060.234761        0.279487
LBFGS:   10 11:38:53    -1060.237989        0.203554
LBFGS:   11 11:38:54    -1060.240996        0.142727
LBFGS:   12 11:38:54    -1060.244318        0.112345
LBFGS:   13 11:38:54    -1060.246129        0.114134
LBFGS:   14 11:38:54    -1060.247879        0.116332
LBFGS:   15 11:38:54    -1060.249250        0.108776
LBFGS:   16 11:38:54    -1060.250819        0.103586
LBFGS:   17 11:38:54    -1060.252498        0.095880
LBFGS:   18 11:38:54    -1060.254048        0.098405
LBFGS:   19 11:38:54    -1060.255291        0.091582
LBFGS:   20 11:38:54    -1060.256432        0.096001
LBFGS:   21 11:38:54    -1060.257726        0.078864
LBFGS:   22 11:38:54    -1060.259098        0.096426
LBFGS:   23 11:38:54    -1060.260435        0.093477
LBFGS:   24 11:38:54    -1060.261726        0.091173
LBFGS:   25 11:38:54    -1060.263130        0.091900
LBFGS:   26 11:38:54    -1060.264416        0.112749
LBFGS:   27 11:38:54    -1060.265192        0.085378
LBFGS:   28 11:38:54    -1060.265549        0.043576
LBFGS:   29 11:38:54    -1060.265793        0.043000
LBFGS:   30 11:38:54    -1060.266030        0.040811
LBFGS:   31 11:38:54    -1060.266268        0.046581
LBFGS:   32 11:38:54    -1060.266490        0.035952
LBFGS:   33 11:38:54    -1060.266687        0.032118
LBFGS:   34 11:38:54    -1060.266845        0.029055
LBFGS:   35 11:38:54    -1060.266975        0.039496
LBFGS:   36 11:38:54    -1060.267110        0.039537
LBFGS:   37 11:38:54    -1060.267273        0.033977
LBFGS:   38 11:38:54    -1060.267451        0.036825
LBFGS:   39 11:38:54    -1060.267612        0.029469
LBFGS:   40 11:38:54    -1060.267752        0.036237
LBFGS:   41 11:38:54    -1060.267903        0.034915
LBFGS:   42 11:38:54    -1060.268093        0.035686
LBFGS:   43 11:38:55    -1060.268308        0.035385
LBFGS:   44 11:38:55    -1060.268505        0.038060
LBFGS:   45 11:38:55    -1060.268667        0.033112
LBFGS:   46 11:38:55    -1060.268816        0.026221
LBFGS:   47 11:38:55    -1060.268973        0.033728
LBFGS:   48 11:38:55    -1060.269158        0.034491
LBFGS:   49 11:38:55    -1060.269371        0.037769
LBFGS:   50 11:38:55    -1060.269584        0.032742
LBFGS:   51 11:38:55    -1060.269745        0.031899
LBFGS:   52 11:38:55    -1060.269859        0.040718
LBFGS:   53 11:38:55    -1060.269958        0.026340
LBFGS:   54 11:38:55    -1060.270101        0.034437
LBFGS:   55 11:38:55    -1060.270246        0.030663
LBFGS:   56 11:38:55    -1060.270376        0.026008
LBFGS:   57 11:38:55    -1060.270475        0.029476
LBFGS:   58 11:38:55    -1060.270560        0.025959
LBFGS:   59 11:38:55    -1060.270639        0.020820
LBFGS:   60 11:38:55    -1060.270701        0.018781
LBFGS:   61 11:38:55    -1060.270744        0.016769
LBFGS:   62 11:38:55    -1060.270780        0.016594
LBFGS:   63 11:38:55    -1060.270817        0.015581
LBFGS:   64 11:38:55    -1060.270848        0.014562
LBFGS:   65 11:38:55    -1060.270868        0.011907
LBFGS:   66 11:38:55    -1060.270880        0.009807
