       Step     Time          Energy          fmax
LBFGS:    0 11:39:05    -1058.982648        8.236805
LBFGS:    1 11:39:05    -1059.205317        6.857058
LBFGS:    2 11:39:06    -1059.832335        2.902979
LBFGS:    3 11:39:06    -1059.934664        3.593631
LBFGS:    4 11:39:06    -1060.036841        0.961815
LBFGS:    5 11:39:06    -1060.106846        0.770618
LBFGS:    6 11:39:06    -1060.157993        0.698113
LBFGS:    7 11:39:06    -1060.178736        0.491400
LBFGS:    8 11:39:06    -1060.198167        0.316529
LBFGS:    9 11:39:06    -1060.207949        0.392771
LBFGS:   10 11:39:06    -1060.215128        0.317620
LBFGS:   11 11:39:06    -1060.221397        0.182541
LBFGS:   12 11:39:06    -1060.227080        0.178419
LBFGS:   13 11:39:06    -1060.230927        0.179441
LBFGS:   14 11:39:06    -1060.233697        0.174554
LBFGS:   15 11:39:06    -1060.236092        0.157680
LBFGS:   16 11:39:06    -1060.238386        0.126829
LBFGS:   17 11:39:06    -1060.240496        0.127042
LBFGS:   18 11:39:06    -1060.242656        0.158296
LBFGS:   19 11:39:06    -1060.245171        0.195624
LBFGS:   20 11:39:06    -1060.247760        0.181436
LBFGS:   21 11:39:06    -1060.249652        0.097925
LBFGS:   22 11:39:06    -1060.250733        0.071885
LBFGS:   23 11:39:06    -1060.251527        0.064362
LBFGS:   24 11:39:06    -1060.252343        0.069751
LBFGS:   25 11:39:06    -1060.253196        0.061180
LBFGS:   26 11:39:06    -1060.254006        0.067993
LBFGS:   27 11:39:06    -1060.254756        0.067180
LBFGS:   28 11:39:06    -1060.255463        0.067764
LBFGS:   29 11:39:06    -1060.256153        0.058308
LBFGS:   30 11:39:06    -1060.256876        0.065087
LBFGS:   31 11:39:06    -1060.257744        0.093240
LBFGS:   32 11:39:06    -1060.258818        0.100543
LBFGS:   33 11:39:06    -1060.259947        0.104220
LBFGS:   34 11:39:06    -1060.260872        0.080960
LBFGS:   35 11:39:07    -1060.261514        0.056929
LBFGS:   36 11:39:07    -1060.262030        0.063143
LBFGS:   37 11:39:07    -1060.262576        0.061022
LBFGS:   38 11:39:07    -1060.263181        0.064408
LBFGS:   39 11:39:07    -1060.263731        0.062621
LBFGS:   40 11:39:07    -1060.264182        0.064305
LBFGS:   41 11:39:07    -1060.264553        0.074115
LBFGS:   42 11:39:07    -1060.264948        0.042517
LBFGS:   43 11:39:07    -1060.265346        0.044489
LBFGS:   44 11:39:07    -1060.265685        0.040944
LBFGS:   45 11:39:07    -1060.266021        0.042871
LBFGS:   46 11:39:07    -1060.266308        0.039388
LBFGS:   47 11:39:07    -1060.266517        0.036019
LBFGS:   48 11:39:07    -1060.266676        0.033125
LBFGS:   49 11:39:07    -1060.266853        0.030915
LBFGS:   50 11:39:07    -1060.267113        0.038757
LBFGS:   51 11:39:07    -1060.267471        0.053270
LBFGS:   52 11:39:07    -1060.267863        0.052316
LBFGS:   53 11:39:07    -1060.268200        0.046708
LBFGS:   54 11:39:07    -1060.268495        0.044377
LBFGS:   55 11:39:07    -1060.268817        0.069778
LBFGS:   56 11:39:07    -1060.269186        0.053584
LBFGS:   57 11:39:07    -1060.269519        0.075270
LBFGS:   58 11:39:07    -1060.269796        0.045092
LBFGS:   59 11:39:07    -1060.269981        0.053651
LBFGS:   60 11:39:07    -1060.270160        0.051533
LBFGS:   61 11:39:07    -1060.270302        0.032664
LBFGS:   62 11:39:07    -1060.270395        0.020043
LBFGS:   63 11:39:07    -1060.270459        0.017770
LBFGS:   64 11:39:07    -1060.270525        0.029411
LBFGS:   65 11:39:07    -1060.270591        0.030229
LBFGS:   66 11:39:07    -1060.270646        0.019507
LBFGS:   67 11:39:08    -1060.270692        0.016076
LBFGS:   68 11:39:08    -1060.270732        0.015867
LBFGS:   69 11:39:08    -1060.270765        0.014875
LBFGS:   70 11:39:08    -1060.270785        0.009009
